Unternehmen,Monat,Produktion_Budget,Produktion_Kosten,Personal_Budget,Personal_Kosten,IT_Budget,IT_Kosten,Marketing_Budget,Marketing_Kosten,Logistik_Budget,Logistik_Kosten,Sonstiges_Budget,Sonstiges_Kosten,Budget_Gesamt,Ausgaben_Gesamt,Umsatz,Gewinn
Stellantis N.V.,03-2015,21800000,19597300,11100000,11412700,7200000,7229500,7000000,6083300,4700000,4060500,4300000,4471100,56100000,52854400,73996160,21141760
Stellantis N.V.,04-2015,22500000,19673200,11900000,11676300,7600000,6982200,6900000,6033600,4800000,4519400,3800000,4101500,57500000,52986200,74180680,21194480
Stellantis N.V.,05-2015,21700000,19823700,11600000,11676900,8200000,7667400,6200000,6398400,4700000,4372200,4500000,4156400,56900000,54095000,75733000,21638000
Stellantis N.V.,06-2015,22400000,20703100,10600000,11150900,6800000,7424200,5900000,6394200,4000000,4322800,4300000,4451300,54000000,54446500,76225100,21778600
Stellantis N.V.,07-2015,21700000,21945300,11000000,11631000,7400000,7115600,6100000,6522800,3800000,4276400,4100000,3983700,54100000,55474800,77664720,22189920
Stellantis N.V.,08-2015,21500000,21581400,10900000,11609900,7800000,6761900,7000000,6790600,4900000,4893900,4100000,4201800,56200000,55839500,78175300,22335800
Stellantis N.V.,09-2015,21700000,21882900,11200000,11512100,6800000,7185800,6400000,6673700,4200000,4195000,4600000,4242200,54900000,55691700,77968380,22276680
Stellantis N.V.,10-2015,21800000,20268300,12100000,11943200,6600000,6868700,6000000,6484100,4100000,4017300,4000000,3974600,54600000,53556200,74978680,21422480
Stellantis N.V.,11-2015,21900000,21798600,10700000,11405900,7800000,7616500,6500000,6008300,4300000,4731900,4700000,3889300,55900000,55450500,77630700,22180200
Stellantis N.V.,12-2015,21900000,20244700,11900000,11569400,7600000,7413400,7100000,5934900,4500000,4876900,4500000,4437900,57500000,54477200,76268080,21790880
Stellantis N.V.,01-2016,21600000,20561400,11700000,11217400,7800000,7174700,6200000,5925100,4600000,4119400,4500000,3943200,56400000,52941200,74117680,21176480
Stellantis N.V.,02-2016,21600000,20138300,10500000,10939400,8200000,6845600,5800000,6709200,5000000,4466100,4700000,4301300,55800000,53399900,74759860,21359960
Stellantis N.V.,03-2016,22000000,20692900,12400000,11891200,7800000,7727600,6800000,5959800,4500000,4535100,4100000,4049400,57600000,54856000,76798400,21942400
Stellantis N.V.,04-2016,21600000,21343700,11100000,11279500,7500000,7041700,6400000,6655500,4400000,4087200,4100000,4412000,55100000,54819600,76747440,21927840
Stellantis N.V.,05-2016,22000000,19702100,12500000,11945700,6600000,6827200,6800000,6061100,4500000,4351200,3800000,4160100,56200000,53047400,74266360,21218960
Stellantis N.V.,06-2016,21900000,20862600,11300000,11512100,6500000,7533000,6400000,6460700,5100000,4180100,4100000,4073400,55300000,54621900,76470660,21848760
Stellantis N.V.,07-2016,22100000,20883400,11700000,10925500,6800000,7440900,6900000,5982700,4600000,4430400,4500000,3911300,56600000,53574200,75003880,21429680
Stellantis N.V.,08-2016,22100000,19737700,12200000,11990100,7400000,7355200,6100000,6796000,4900000,4041800,3700000,3859100,56400000,53779900,75291860,21511960
Stellantis N.V.,09-2016,22200000,21498400,12100000,11825400,7900000,7614300,6500000,6180100,4900000,4262200,4300000,3766800,57900000,55147200,77206080,22058880
Stellantis N.V.,10-2016,22000000,20738900,12000000,11147400,7300000,7191100,6100000,6519200,4400000,4530200,4000000,3744800,55800000,53871600,75420240,21548640
Stellantis N.V.,11-2016,21500000,21899300,12000000,11313200,7700000,6892200,6700000,6019600,4500000,4506000,4400000,3768000,56800000,54398300,76157620,21759320
Stellantis N.V.,12-2016,21900000,20945000,10800000,10951800,7200000,7576200,6700000,6716900,4800000,4421600,3800000,4301300,55200000,54912800,76877920,21965120
Stellantis N.V.,01-2017,21700000,21799900,12200000,11285900,6600000,7568300,6400000,5910100,4400000,4484500,3900000,3890600,55200000,54939300,76915020,21975720
Stellantis N.V.,02-2017,22200000,20755100,12000000,11877200,8200000,7454000,6800000,6445100,4900000,4345600,4400000,4054500,58500000,54931500,76904100,21972600
Stellantis N.V.,03-2017,21800000,20692600,12100000,10988300,7400000,7367800,6500000,6079600,5000000,4535600,4000000,4053500,56800000,53717400,75204360,21486960
Stellantis N.V.,04-2017,22400000,21025900,12400000,11720000,7300000,6722900,6900000,6594400,5100000,4640400,4600000,3918600,58700000,54622200,76471080,21848880
Stellantis N.V.,05-2017,21900000,20873000,11300000,11717100,7200000,6836900,6700000,6096400,4400000,4430400,4200000,4260100,55700000,54213900,75899460,21685560
Stellantis N.V.,06-2017,21900000,20766500,12300000,11795700,8200000,7178700,7100000,6071800,4100000,4416800,4500000,4440300,58100000,54669800,76537720,21867920
Stellantis N.V.,07-2017,21700000,20592800,11800000,11406200,7900000,7762700,6400000,6369800,3900000,4017300,4700000,4040100,56400000,54188900,75864460,21675560
Stellantis N.V.,08-2017,22400000,19750900,11600000,11870300,7900000,7120100,7100000,6490600,4800000,4177500,4400000,4066900,58200000,53476300,74866820,21390520
Stellantis N.V.,09-2017,21600000,21626600,11300000,11326700,7700000,6968700,7000000,6211600,3800000,4257700,3600000,4104700,55000000,54496000,76294400,21798400
Stellantis N.V.,10-2017,22000000,21770600,12100000,11707800,7000000,7642900,6400000,5971400,4700000,4457500,4100000,4257700,56300000,55807900,78131060,22323160
Stellantis N.V.,11-2017,21700000,20807600,10600000,11766000,8200000,7392100,6600000,6387100,4200000,4021200,3500000,3817800,54800000,54191800,75868520,21676720
Stellantis N.V.,12-2017,21700000,20793600,11700000,11545900,8000000,6912000,6600000,6681700,5100000,4111200,4200000,3756100,57300000,53800500,75320700,21520200
Stellantis N.V.,01-2018,21500000,19855500,11700000,11324800,7900000,6709200,6200000,6190700,4600000,4772700,3700000,4266900,55600000,53119800,74367720,21247920
Stellantis N.V.,02-2018,21800000,21040000,11000000,11258000,7000000,7346100,5900000,5984600,3900000,4591700,3700000,3987900,53300000,54208300,75891620,21683320
Stellantis N.V.,03-2018,21600000,20885700,12300000,11641500,6900000,6994900,6300000,6628600,5000000,4850800,3700000,3906900,55800000,54908400,76871760,21963360
Stellantis N.V.,04-2018,21800000,20138900,11600000,11640200,7800000,7863500,5900000,6261300,4100000,4803000,4600000,4061600,55800000,54768500,76675900,21907400
Stellantis N.V.,05-2018,22200000,21022000,11400000,11115300,8000000,6747100,6300000,6361300,3800000,4578500,4200000,4436400,55900000,54260600,75964840,21704240
Stellantis N.V.,06-2018,22400000,20132600,11600000,11136900,6800000,7749300,6900000,6662100,4100000,4609500,4100000,4070400,55900000,54360800,76105120,21744320
Stellantis N.V.,07-2018,22000000,19689400,12400000,11243800,6800000,7757700,7000000,6667800,5100000,4865400,4500000,3812500,57800000,54036600,75651240,21614640
Stellantis N.V.,08-2018,22200000,21619600,12400000,11500600,6500000,6752600,5800000,6052200,4900000,4749100,4300000,4441000,56100000,55115100,77161140,22046040
Stellantis N.V.,09-2018,22300000,20264900,11900000,11642000,7900000,7882300,5900000,5926600,4800000,4469900,4300000,4322500,57100000,54508200,76311480,21803280
Stellantis N.V.,10-2018,22300000,20308600,12400000,10948900,7100000,7839200,6600000,6302400,4900000,4802900,3500000,4325900,56800000,54527900,76339060,21811160
Stellantis N.V.,11-2018,22200000,20165800,11700000,11321600,7300000,7062800,6400000,6766900,4200000,4322900,4000000,4488900,55800000,54128900,75780460,21651560
Stellantis N.V.,12-2018,22400000,20902900,11400000,11900300,8200000,6867400,6500000,6557100,4200000,4595000,4000000,4255800,56700000,55078500,77109900,22031400
Stellantis N.V.,01-2019,21500000,21928500,11400000,11804600,7000000,7527800,6200000,6701200,4500000,4001400,4600000,4057700,55200000,56021200,78429680,22408480
Stellantis N.V.,02-2019,22200000,20749800,12100000,11095100,6600000,7895400,6200000,6290400,3800000,4275600,4600000,3785100,55500000,54091400,75727960,21636560
Stellantis N.V.,03-2019,22200000,19631400,12500000,11331500,8000000,7364500,6200000,6625900,3900000,4057800,4200000,4324700,57000000,53335800,74670120,21334320
Stellantis N.V.,04-2019,21900000,20272100,11500000,10994400,7600000,7306600,6200000,6118700,4500000,4477900,4200000,4466200,55900000,53635900,75090260,21454360
Stellantis N.V.,05-2019,21800000,19892100,10800000,11443400,6700000,7779400,6700000,6632100,4400000,4552500,3500000,4257100,53900000,54556600,76379240,21822640
Stellantis N.V.,06-2019,21800000,19932900,11400000,11381400,7700000,6705300,6000000,6382000,4800000,4179900,4000000,4216100,55700000,52797600,73916640,21119040
Stellantis N.V.,07-2019,22500000,20596700,12200000,11271600,7300000,7340400,6900000,6008800,4500000,4467300,3700000,3767700,57100000,53452500,74833500,21381000
Stellantis N.V.,08-2019,21800000,20363800,10700000,11697800,7700000,7303300,6800000,6004400,4500000,4654300,4100000,3946000,55600000,53969600,75557440,21587840
Stellantis N.V.,09-2019,22200000,19994800,11100000,10977000,7700000,7607000,6800000,6027100,4600000,4401200,4000000,4320100,56400000,53327200,74658080,21330880
Stellantis N.V.,10-2019,22100000,19524000,11200000,10916100,7300000,7774800,6400000,6518800,4600000,4792600,4100000,4126800,55700000,53653100,75114340,21461240
Stellantis N.V.,11-2019,22500000,21268900,12300000,11419300,7800000,7375200,6600000,6392500,4600000,4122900,4000000,4394200,57800000,54973000,76962200,21989200
Stellantis N.V.,12-2019,22000000,20479600,12500000,11091200,8100000,7797900,7100000,6341200,5100000,4215100,4700000,3755700,59500000,53680700,75152980,21472280
Stellantis N.V.,01-2020,21700000,19790300,12000000,11341200,7600000,6735700,7000000,6074200,4100000,4001600,3500000,4330100,55900000,52273100,73182340,20909240
Stellantis N.V.,02-2020,21900000,21854800,11600000,11500300,7700000,7072800,6300000,6320700,4500000,4748100,3900000,3714100,55900000,55210800,77295120,22084320
Stellantis N.V.,03-2020,22200000,21865100,12000000,11639500,7400000,7311900,6100000,6289000,4800000,4435400,3700000,4061300,56200000,55602200,77843080,22240880
Stellantis N.V.,04-2020,21900000,19751300,10700000,11647600,7400000,7407300,6900000,6378000,4900000,4787000,4200000,3702600,56000000,53673800,75143320,21469520
Stellantis N.V.,05-2020,21500000,19580400,11500000,11917100,7600000,7890800,6400000,6367100,4800000,4440000,4500000,4149900,56300000,54345300,76083420,21738120
Stellantis N.V.,06-2020,21500000,21981400,12300000,11914200,7800000,6917900,6400000,6120400,4600000,4632400,4200000,3989200,56800000,55555500,77777700,22222200
Stellantis N.V.,07-2020,22400000,21373300,11800000,11032600,6900000,6945700,6900000,6116700,4600000,4396500,4600000,4234400,57200000,54099200,75738880,21639680
Stellantis N.V.,08-2020,22400000,21298600,10700000,10995200,7500000,7329300,6400000,5941500,4900000,4676600,4600000,4187100,56500000,54428300,76199620,21771320
Stellantis N.V.,09-2020,22300000,20228400,11600000,11800700,7200000,7035400,6700000,5999400,4600000,4555700,3900000,4136200,56300000,53755800,75258120,21502320
Stellantis N.V.,10-2020,21500000,19733500,12200000,11158300,6600000,7336300,7100000,5909800,4900000,4430500,3600000,3885000,55900000,52453400,73434760,20981360
Stellantis N.V.,11-2020,21900000,21644600,11000000,11288000,7300000,7411700,6700000,5954000,5000000,4382300,3800000,3938000,55700000,54618600,76466040,21847440
Stellantis N.V.,12-2020,21800000,21352600,11700000,11697500,7600000,7470600,6600000,5909200,4100000,4044900,3800000,3804900,55600000,54279700,75991580,21711880
Stellantis N.V.,01-2021,22100000,21204900,12000000,11472000,7100000,6882700,5800000,6124000,4300000,4860100,4400000,4293800,55700000,54837500,76772500,21935000
Stellantis N.V.,02-2021,22200000,21642300,10600000,11901800,8100000,6913900,6100000,6735300,4100000,4818500,4400000,4050000,55500000,56061800,78486520,22424720
Stellantis N.V.,03-2021,22200000,21536800,12300000,11539100,6600000,7527800,7100000,6505400,4600000,4855100,3800000,3814700,56600000,55778900,78090460,22311560
Stellantis N.V.,04-2021,21900000,19922900,12200000,11125500,7200000,7420100,7000000,6785500,3800000,4196300,4300000,4195200,56400000,53645500,75103700,21458200
Stellantis N.V.,05-2021,21700000,19872400,10700000,11399600,8100000,7035700,7000000,6689700,4100000,4812000,4200000,4110100,55800000,53919500,75487300,21567800
Stellantis N.V.,06-2021,21600000,19720500,11500000,11686000,6900000,7634800,5800000,6469400,4400000,4486700,3800000,4236600,54000000,54234000,75927600,21693600
Stellantis N.V.,07-2021,22500000,19525100,11800000,11207200,8100000,7279900,6500000,6071000,4000000,4700600,3500000,3941000,56400000,52724800,73814720,21089920
Stellantis N.V.,08-2021,22200000,20858200,12000000,11361900,8200000,6887500,6600000,6487000,3900000,4608800,4000000,4457500,56900000,54660900,76525260,21864360
Stellantis N.V.,09-2021,22400000,19526300,12400000,11438800,7500000,7512300,6300000,6633700,4600000,4528500,4400000,3927800,57600000,53567400,74994360,21426960
Stellantis N.V.,10-2021,21800000,20927300,11500000,10902700,6500000,7421200,6800000,6670800,4300000,4489700,3500000,4308500,54400000,54720200,76608280,21888080
Stellantis N.V.,11-2021,22500000,20348900,12000000,11464400,6600000,7557800,7100000,6074300,4200000,4232200,4200000,3824000,56600000,53501600,74902240,21400640
Stellantis N.V.,12-2021,21900000,21135300,11400000,11567400,7000000,7169000,7000000,6514300,3900000,4273200,4500000,4018100,55700000,54677300,76548220,21870920
Stellantis N.V.,01-2022,21500000,21588800,12400000,11769400,7100000,7394300,6000000,6542000,5000000,4733400,4400000,3807400,56400000,55835300,78169420,22334120
Stellantis N.V.,02-2022,21600000,20761000,12400000,11247200,6700000,7230400,6400000,6052700,5000000,4599500,4100000,4196500,56200000,54087300,75722220,21634920
Stellantis N.V.,03-2022,22100000,19987000,12300000,11596200,7200000,7372900,6600000,6582800,4000000,4227800,4700000,4321000,56900000,54087700,75722780,21635080
Stellantis N.V.,04-2022,22300000,21060700,10500000,11239500,8000000,7797100,5900000,6090700,4400000,4144400,3800000,3873000,54900000,54205400,75887560,21682160
Stellantis N.V.,05-2022,22000000,19710100,12200000,11949900,6700000,7461000,6100000,6311500,4400000,4813000,3600000,3907500,55000000,54153000,75814200,21661200
Stellantis N.V.,06-2022,21600000,21750100,11600000,11958300,8100000,7034600,7100000,6772500,3900000,4189300,4400000,3917000,56700000,55621800,77870520,22248720
Stellantis N.V.,07-2022,22200000,21733900,12200000,11427100,7700000,6879900,6800000,6068900,5000000,4110100,3700000,3828900,57600000,54048800,75668320,21619520
Stellantis N.V.,08-2022,22300000,20575800,10700000,11703400,6600000,7725000,6200000,6175500,4100000,4202900,4400000,4267400,54300000,54650000,76510000,21860000
Stellantis N.V.,09-2022,22100000,21318200,10900000,11521000,7500000,7249500,6400000,5984000,4100000,4160600,4200000,4037800,55200000,54271100,75979540,21708440
Stellantis N.V.,10-2022,21800000,19699100,11500000,11897400,6700000,6713700,6100000,5980200,5100000,4273600,3600000,3760100,54800000,52324100,73253740,20929640
Stellantis N.V.,11-2022,22500000,20853600,11600000,11662700,6500000,7787700,5800000,6352800,4500000,4467000,4500000,3987500,55400000,55111300,77155820,22044520
Stellantis N.V.,12-2022,21700000,19655900,10500000,10960300,7800000,7247700,6500000,6344500,4800000,4453300,3500000,3826500,54800000,52488200,73483480,20995280
Stellantis N.V.,01-2023,21800000,20179000,11400000,11950900,6500000,6943400,5800000,6180400,4300000,4080700,4100000,4298600,53900000,53633000,75086200,21453200
Stellantis N.V.,02-2023,21700000,21851800,10500000,11735600,6500000,6890900,6600000,6439200,4100000,4720400,3800000,3941300,53200000,55579200,77810880,22231680
Stellantis N.V.,03-2023,21800000,20335000,11300000,11231700,7100000,7069500,6200000,6629000,4000000,4740800,3500000,4263400,53900000,54269400,75977160,21707760
Stellantis N.V.,04-2023,22100000,21773300,11900000,11989600,7000000,7805300,6900000,6401100,4600000,4721400,4100000,4214500,56600000,56905200,79667280,22762080
Stellantis N.V.,05-2023,21600000,21574400,12100000,11648100,7300000,7851600,6000000,6647000,4100000,4338900,4400000,3993500,55500000,56053500,78474900,22421400
Stellantis N.V.,06-2023,21500000,20781000,12500000,11962400,7300000,7572800,6200000,6595600,5000000,4021300,4300000,4265700,56800000,55198800,77278320,22079520
Stellantis N.V.,07-2023,21500000,19797500,12200000,11512900,7500000,7671000,7000000,6076600,5100000,4014700,4500000,3935000,57800000,53007700,74210780,21203080
Stellantis N.V.,08-2023,21800000,21319500,11000000,11826100,7500000,6730500,5900000,6256900,4000000,4122500,4700000,4464800,54900000,54720300,76608420,21888120
Stellantis N.V.,09-2023,22100000,20378800,10600000,11919300,8000000,7797500,6500000,6799800,5000000,4226900,3700000,3815400,55900000,54937700,76912780,21975080
Stellantis N.V.,10-2023,21600000,19925800,12000000,11170800,7600000,7330700,5800000,6773200,4600000,4140900,4000000,4384800,55600000,53726200,75216680,21490480
Stellantis N.V.,11-2023,21900000,19583000,12100000,11863000,7500000,6782700,6900000,6058300,5000000,4423600,3900000,4493900,57300000,53204500,74486300,21281800
Stellantis N.V.,12-2023,22100000,21079400,11200000,11472800,7700000,6921600,6100000,6208000,5100000,4368000,4700000,4122900,56900000,54172700,75841780,21669080
Stellantis N.V.,01-2024,21800000,20749600,12300000,11893200,7400000,7184700,7000000,6023400,5100000,4491100,4100000,4325300,57700000,54667300,76534220,21866920
